sample,0–50,1000–1500,100–150,1500–2000,150–200,2000–inf,200–250,250–450,450–650,50–100,650–850,850–1000
result_DYJets,0.0065202449408069,0.0,0.0043468299605379,0.0,0.0010867074901344,0.0,0.0010867074901344,0.0021734149802689,0.0010867074901344,0.0032601224704034,0.0,0.0
result_DYJets_MG,0.007972749879737,0.0,0.0039863749398685,0.0,0.0039863749398685,0.0,0.0,0.0099659373496713,0.0,0.0059795624098028,0.0,0.0
result_HtoZZto4L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT1000to1500,7.084875571302411,0.0,0.1507420334319661,0.0,0.1507420334319661,0.0,0.0,0.1507420334319661,0.0,0.4522261002958985,0.0,0.0
result_QCDB_HT100to200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT1500to2000,10.325152931306858,0.0,0.1414404511137925,0.0,0.1414404511137925,0.0,0.1414404511137925,0.0,0.0,1.1315236089103409,0.0,0.0
result_QCDB_HT200to400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT400to600,0.0301818942585461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027438085689587,0.0,0.0
result_QCDB_HT40to100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT600to800,0.0040379977208466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003670907018951,0.0,0.0
result_QCDB_HT800to1000,3.2625275777691893,0.0,0.0783790409073679,0.0,0.0489869005671049,0.0,0.0097973801134209,0.0293921403402629,0.0097973801134209,0.1959476022684197,0.0,0.0097973801134209
result_QCD_HT1000to1200,1.302147271921934,0.0022470185883035,0.0325817695304021,0.0022470185883035,0.0224701858830359,0.0,0.0067410557649107,0.0146056208239733,0.0022470185883035,0.1067333829444208,0.0022470185883035,0.0033705278824553
result_QCD_HT100to200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCD_HT1200to1500,1.993765467276633,0.0043061889142043,0.0635162864845147,0.0021530944571021,0.0344495113136351,0.0043061889142043,0.0129185667426131,0.0204543973424708,0.0064592833713065,0.1819364816251355,0.0021530944571021,0.0
result_QCD_HT1500to2000,0.5831557420288942,0.0014154265583225,0.0184005452581932,0.0,0.012738839024903,0.001698511869987,0.0087756446615998,0.0070771327916127,0.0031139384283096,0.0574663182678958,0.000566170623329,0.0002830853116645
result_QCD_HT2000toInf,0.1970988091402726,0.0007110346650081,0.0091723471786057,0.0002133103995024,0.0049061391885565,0.0004266207990049,0.0024175178610278,0.0046928287890541,0.0014931727965172,0.0255261444737943,0.0007110346650081,0.000355517332504
result_QCD_HT200to400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCD_HT400to600,0.0027962069196108,0.0,0.0,0.0,0.0,0.0,0.0013981034598054,0.0,0.0,0.0,0.0,0.0
result_QCD_HT600to800,0.1428800855116312,0.0,0.0039688912642119,0.0013229637547373,0.0013229637547373,0.0,0.0026459275094746,0.0013229637547373,0.0,0.0039688912642119,0.0013229637547373,0.0
result_QCD_HT70to100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCD_HT800to1000,0.6618061885616593,0.0033256592390033,0.0110855307966777,0.0,0.0055427653983388,0.0022171061593355,0.0033256592390033,0.0033256592390033,0.0011085530796677,0.0387993577883719,0.0011085530796677,0.0
result_ST_sch_antitop_Lep,0.3688057625836358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ST_sch_top_Lep,0.9096723118383698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ST_tW_antitop_Fullyhad,32.92229747181106,0.1823949998438286,1.003172499141057,0.0,0.5471849995314859,0.0911974999219143,0.1823949998438286,0.0911974999219143,0.0911974999219143,3.1919124972670008,0.0,0.0
result_ST_tW_antitop_Lep,2.2393160189262247,0.0,1.0450141421655716,0.0,1.0450141421655716,0.1492877345950816,0.7464386729754082,1.4928773459508164,0.0,1.4928773459508164,0.2985754691901633,0.1492877345950816
result_ST_tW_antitop_Semilep,6.164160532557504,0.0331406480245027,1.6238917532006327,0.0662812960490054,0.9610787927105784,0.0,0.795375552588065,0.9279381446860758,0.4308284243185352,2.68439248998472,0.1325625920980108,0.0
result_ST_tW_top_Fullyhad,32.29010880276847,0.0,0.8472623301017966,0.0,0.3765610356007985,0.0,0.2824207767005989,0.3765610356007985,0.0941402589001996,3.294909061506987,0.0,0.0
result_ST_tW_top_Lep,2.061856210038128,0.0,1.3254789921673678,0.0,0.7363772178707599,0.0,0.4418263307224559,0.8836526614449118,0.1472754435741519,1.47275443574152,0.0,0.0
