sample,0–50,1000–1500,100–150,1500–2000,150–200,2000–inf,200–250,250–450,450–650,50–100,650–850,850–1000
result_DYJets,0.0130404898816138,0.0,0.0010867074901344,0.0,0.0,0.0,0.0010867074901344,0.0,0.0,0.0043468299605379,0.0,0.0
result_DYJets_MG,0.0259114371091455,0.0,0.0019931874699342,0.0,0.0,0.0,0.0,0.0,0.0,0.0039863749398685,0.0,0.0
result_HtoZZto4L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT1000to1500,7.838585738462242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507420334319661,0.0,0.0
result_QCDB_HT100to200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT1500to2000,11.880997893558575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT200to400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT400to600,0.0329257028275049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT40to100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT600to800,0.0044050884227418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT800to1000,3.625030641965766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195947602268419,0.0,0.0
result_QCD_HT1000to1200,1.4875263054569807,0.0,0.0,0.0,0.0,0.0,0.0011235092941517,0.0,0.0,0.0089880743532143,0.0,0.0
result_QCD_HT100to200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCD_HT1200to1500,2.29519869127094,0.0,0.0086123778284087,0.0,0.0021530944571021,0.0,0.0,0.001076547228551,0.0,0.0193778501139197,0.0,0.0
result_QCD_HT1500to2000,0.6859157101631119,0.0,0.0025477678049806,0.0,0.0002830853116645,0.0,0.0,0.0002830853116645,0.0002830853116645,0.0053786209216257,0.0,0.0
result_QCD_HT2000toInf,0.2426761311672981,0.0,0.000782138131509,0.0,0.0005688277320065,0.0,7.110346650081985e-05,0.0002133103995024,7.110346650081985e-05,0.0033418629255385,0.0,0.0
result_QCD_HT200to400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCD_HT400to600,0.0041943103794162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCD_HT600to800,0.1561097230590045,0.0,0.0013229637547373,0.0,0.0,0.0,0.0,0.0,0.0,0.0013229637547373,0.0,0.0
result_QCD_HT70to100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCD_HT800to1000,0.7294279264213933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022171061593355,0.0,0.0
result_ST_sch_antitop_Lep,0.3688057625836358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ST_sch_top_Lep,0.9096723118383698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ST_tW_antitop_Fullyhad,38.120554967360185,0.0,0.0,0.0,0.0911974999219143,0.0,0.0,0.0,0.0,0.0911974999219143,0.0,0.0
result_ST_tW_antitop_Lep,7.16581126056392,0.0,0.1492877345950816,0.0,0.1492877345950816,0.0,0.0,0.0,0.0,1.1943018767606532,0.0,0.0
result_ST_tW_antitop_Semilep,12.891712081531551,0.0,0.1988438881470162,0.0,0.0662812960490054,0.0,0.0,0.0662812960490054,0.0,0.5965316644410488,0.0,0.0
result_ST_tW_top_Fullyhad,37.091262006678654,0.0,0.0,0.0,0.0941402589001996,0.0,0.0,0.0,0.0,0.3765610356007985,0.0,0.0
result_ST_tW_top_Lep,5.596466855817775,0.0,0.1472754435741519,0.0,0.1472754435741519,0.0,0.0,0.0,0.0,1.178203548593216,0.0,0.0
result_ST_tW_top_Semilep,13.62722360453292,0.0,0.2298567836909167,0.0,0.0656733667688333,0.0,0.0,0.0328366833844166,0.0,0.3612035172285833,0.0,0.0
result_ST_tch_antitop,4.573567298574222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2407140683460116,0.0,0.0
result_ST_tch_top,5.399224195431948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_TTJJ_powheg,85.52275360275263,0.0,0.062756199137772,0.0,0.013945822030616,0.0,0.013945822030616,0.006972911015308,0.0,0.481130860056252,0.0,0.0
result_TTLJ_powheg,77.65033538836742,0.0,0.327038585228429,0.0,0.0568762756919006,0.0,0.0473968964099172,0.0094793792819834,0.0,2.2608319587530525,0.0,0.0
result_TTLL_powheg,12.95694178701361,0.0,0.1216614252301747,0.0,0.0152076781537718,0.0,0.0,0.0,0.0,0.7299685513810484,0.0,0.0
result_WJets,0.0063099102450871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_WJets_MG,0.0046369046831753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_WWto2L2Nu,0.2905896282346664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_WWto4Q,1.4357669732302836,0.0,0.0,0.0,0.0,0.0,0.0,0.0071788348661514,0.0,0.0071788348661514,0.0,0.0
result_WWtoLNu2Q,0.5159261223161633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_WZto2L2Q,0.872320608123212,0.0,0.067101585240247,0.0,0.0335507926201235,0.0,0.0,0.0,0.0,0.1342031704804941,0.0,0.0
result_WZto3LNu,0.1151415767356837,0.0,0.1151415767356837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_WZtoLNu2Q,2.3998126357789125,0.0,0.1599875090519275,0.0,0.1599875090519275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ZZto2L2Nu,5.031640247063623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ZZto2L2Q,1.8406827007556437,0.0,0.1227121800503762,0.0,0.0,0.0,0.0,0.0,0.0,0.1227121800503762,0.0,0.0
result_ZZto2Nu2Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ZZto4L,0.0876698415526336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219174603881584,0.0,0.0
