sample,0–800,1000–1200,1200–1600,1600–2000,2000–2500,2500–3000,3000–4000,4000–5000,5000–inf,800–1000
result_DYJets,0.0021734149802689,0.0021734149802689,0.0086936599210758,0.0032601224704034,0.0021734149802689,0.0,0.0,0.0,0.0,0.0010867074901344
result_DYJets_MG,0.0019931874699342,0.0099659373496713,0.0139523122895399,0.0,0.0,0.0,0.0019931874699342,0.0,0.0,0.0039863749398685
result_HtoZZto4L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT1000to1500,0.3014840668639323,1.9596464346155604,2.7133566017753914,1.2059362674557297,0.3014840668639323,0.0,0.0,0.0,0.0,1.507420334319662
result_QCDB_HT100to200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT1500to2000,1.5558449622517183,1.4144045111379258,3.8188921800724,2.404487668934474,0.4243213533413777,0.5657618044551703,0.5657618044551703,0.0,0.0,1.1315236089103409
result_QCDB_HT200to400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT400to600,0.0219504685516699,0.0,0.0027438085689587,0.0027438085689587,0.0,0.0,0.0,0.0,0.0,0.0054876171379174
result_QCDB_HT40to100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCDB_HT600to800,0.0029367256151612,0.0,0.0003670907018951,0.0003670907018951,0.0,0.0,0.0,0.0,0.0,0.0007341814037903
result_QCDB_HT800to1000,0.6074375670321013,1.028724911909204,0.6662218477126273,0.1469607017013148,0.1077711812476308,0.0097973801134209,0.0097973801134209,0.0195947602268419,0.0,1.048319672136046
result_QCD_HT1000to1200,0.1898730707116538,0.3381762975396912,0.3898577250706739,0.1561677918870999,0.0808926691789294,0.0247172044713395,0.0190996580005805,0.0033705278824553,0.0011235092941517,0.2943594350677711
result_QCD_HT100to200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCD_HT1200to1500,0.2917442989373475,0.3810977189070886,0.7869560240708524,0.3057394129085117,0.155022800911358,0.0592100975703103,0.0430618891420439,0.0075358305998576,0.0064592833713065,0.2895912044802453
result_QCD_HT1500to2000,0.0676573894878183,0.0866241053693405,0.2024059978401259,0.1375794614689527,0.0713374985394569,0.0271761899197931,0.0209483130631738,0.0056617062332902,0.0008492559349935,0.0744514369677665
result_QCD_HT2000toInf,0.0164960042281902,0.0236063508782721,0.0462883566920337,0.0472838052230452,0.0462172532255329,0.0243884890097812,0.0177758666252049,0.0037684837245434,0.0014931727965172,0.0204066948857352
result_QCD_HT200to400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCD_HT400to600,0.0013981034598054,0.0013981034598054,0.0013981034598054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
